CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge,Geography_Germany,Geography_Spain,Gender_Male,Surname_CBE
772,47,9,152347.01,1,0,1,17671.78,8.620920473206436,0.19148936170212766,16.425531914893618,0.0,0.0,1.0,0.20375
628,51,10,115280.49,2,0,0,12628.61,9.128517707016053,0.19607843137254902,12.313725490196079,1.0,0.0,0.0,0.20375
579,45,2,0.0,2,0,0,11514.39,0.0,0.044444444444444446,12.866666666666667,0.0,0.0,0.0,0.20375
676,34,1,63095.01,1,1,1,40645.81,1.5523127722144054,0.029411764705882353,19.88235294117647,0.0,0.0,0.0,0.20375
411,29,0,59697.17,2,1,1,53483.21,1.1161852476693153,0.0,14.172413793103448,0.0,0.0,1.0,0.20375
547,49,8,121537.71,2,1,0,46521.45,2.6125090683974816,0.16326530612244897,11.16326530612245,1.0,0.0,1.0,0.20375
727,31,3,82729.47,2,1,0,60212.51,1.373958169157871,0.0967741935483871,23.451612903225808,1.0,0.0,0.0,0.20375
722,40,6,89175.06,2,0,1,152883.95,0.5832859498985995,0.15,18.05,1.0,0.0,0.0,0.20375
500,50,5,0.0,4,1,1,83866.35,0.0,0.1,10.0,0.0,1.0,0.0,0.20375
687,34,9,125474.44,1,1,0,198929.84,0.6307472021291527,0.2647058823529412,20.205882352941178,0.0,0.0,0.0,0.20375
751,48,4,0.0,1,0,1,30165.06,0.0,0.08333333333333333,15.645833333333334,0.0,0.0,0.0,0.20375
564,33,4,135946.26,1,1,0,63170.0,2.1520699699224317,0.12121212121212122,17.09090909090909,0.0,0.0,0.0,0.20375
545,53,5,114421.55,1,1,0,180598.28,0.6335694337731235,0.09433962264150944,10.283018867924529,1.0,0.0,1.0,0.20375
561,34,4,85141.79,2,1,1,29217.37,2.9140812468747184,0.11764705882352941,16.5,0.0,1.0,1.0,0.20375
571,37,9,139592.98,3,1,0,104152.65,1.3402729551288424,0.24324324324324326,15.432432432432432,1.0,0.0,1.0,0.20375
844,18,2,160980.03,1,0,0,145936.28,1.1030843735361762,0.1111111111111111,46.888888888888886,0.0,0.0,1.0,0.20375
642,36,6,0.0,2,1,1,97938.59,0.0,0.16666666666666666,17.833333333333332,0.0,1.0,0.0,0.20375
523,32,4,0.0,2,1,0,167848.02,0.0,0.125,16.34375,0.0,1.0,1.0,0.20375
575,46,1,0.0,2,1,1,65998.26,0.0,0.021739130434782608,12.5,0.0,0.0,1.0,0.20375
729,36,8,109106.8,1,0,0,121311.12,0.8993965268806355,0.2222222222222222,20.25,0.0,0.0,0.0,0.20375
597,60,0,131778.08,1,0,0,10703.53,12.311646718419063,0.0,9.95,0.0,0.0,0.0,0.20375
787,39,10,108935.39,1,1,1,101168.3,1.076773949942818,0.2564102564102564,20.17948717948718,0.0,1.0,1.0,0.20375
646,46,4,0.0,3,1,0,93251.42,0.0,0.08695652173913043,14.043478260869565,0.0,0.0,0.0,0.20375
544,21,10,161525.96,2,1,0,9262.77,17.43819181519135,0.47619047619047616,25.904761904761905,0.0,0.0,0.0,0.20375
738,35,5,161274.05,2,1,0,181429.87,0.8889057242889498,0.14285714285714285,21.085714285714285,0.0,0.0,1.0,0.20375
581,54,4,89299.81,1,0,0,5558.47,16.065537818860225,0.07407407407407407,10.75925925925926,0.0,0.0,1.0,0.20375
673,65,0,0.0,1,1,1,85733.33,0.0,0.0,10.353846153846154,0.0,0.0,1.0,0.20375
667,38,6,144432.04,1,1,1,73963.17,1.9527562163709318,0.15789473684210525,17.55263157894737,0.0,0.0,0.0,0.20375
721,40,7,0.0,2,1,1,122580.48,0.0,0.175,18.025,0.0,0.0,0.0,0.101875
548,33,6,0.0,1,1,1,31728.35,0.0,0.18181818181818182,16.606060606060606,0.0,1.0,1.0,0.20375
501,29,8,0.0,2,1,0,112664.24,0.0,0.27586206896551724,17.275862068965516,0.0,0.0,0.0,0.20375
490,39,1,0.0,3,1,0,171060.01,0.0,0.02564102564102564,12.564102564102564,0.0,0.0,1.0,0.20375
706,44,2,185932.18,2,1,0,65413.41,2.8424168683454965,0.045454545454545456,16.045454545454547,1.0,0.0,0.0,0.20375
717,36,2,102989.83,2,0,1,49185.57,2.0939033541748118,0.05555555555555555,19.916666666666668,0.0,1.0,1.0,0.20375
595,23,7,0.0,2,1,1,168085.97,0.0,0.30434782608695654,25.869565217391305,0.0,1.0,1.0,0.20375
730,62,2,0.0,2,1,1,186489.95,0.0,0.03225806451612903,11.774193548387096,0.0,1.0,1.0,0.20375
657,39,4,80293.81,1,1,0,97192.76,0.8261295388668868,0.10256410256410256,16.846153846153847,0.0,0.0,0.0,0.20375
599,25,3,0.0,2,1,1,120790.02,0.0,0.12,23.96,0.0,1.0,1.0,0.20375
619,33,2,167733.51,2,1,1,65222.48,2.5717131577946746,0.06060606060606061,18.757575757575758,0.0,0.0,0.0,0.20375
639,31,3,98360.03,1,0,0,20973.8,4.689661863849183,0.0967741935483871,20.612903225806452,0.0,0.0,0.0,0.20375
504,42,3,134936.97,2,0,0,135178.91,0.9982102237693735,0.07142857142857142,12.0,0.0,0.0,1.0,0.20375
694,38,7,121527.4,1,1,0,113481.02,1.0709050729364258,0.18421052631578946,18.263157894736842,0.0,1.0,1.0,0.20375
451,38,9,61482.47,1,1,1,167538.66,0.36697482240815343,0.23684210526315788,11.868421052631579,1.0,0.0,0.0,0.20375
667,40,1,146502.07,1,1,0,19162.89,7.645092676522174,0.025,16.675,0.0,1.0,0.0,0.101875
762,19,6,0.0,2,1,0,55500.17,0.0,0.3157894736842105,40.10526315789474,0.0,1.0,0.0,0.20375
640,55,10,132436.34,1,1,0,978.66,135.324157521509,0.18181818181818182,11.636363636363637,0.0,0.0,1.0,0.20375
556,46,10,0.0,2,0,0,109184.24,0.0,0.21739130434782608,12.08695652173913,0.0,0.0,0.0,0.20375
841,74,9,108131.53,1,0,1,60830.38,1.7775909011253916,0.12162162162162163,11.364864864864865,0.0,0.0,1.0,0.20375
469,48,5,0.0,1,1,0,160529.71,0.0,0.10416666666666667,9.770833333333334,0.0,0.0,0.0,0.101875
579,41,0,141749.68,1,0,1,9201.53,15.405011992570799,0.0,14.121951219512194,1.0,0.0,1.0,0.20375
774,40,9,93017.47,2,1,0,191608.97,0.4854546736512388,0.225,19.35,0.0,0.0,1.0,0.20375
642,26,0,0.0,1,0,0,47472.68,0.0,0.0,24.692307692307693,0.0,0.0,1.0,0.20375
557,42,6,177822.03,1,1,0,150944.31,1.1780638170461675,0.14285714285714285,13.261904761904763,0.0,0.0,1.0,0.20375
711,45,1,97486.15,2,1,0,50610.62,1.9261994814527068,0.022222222222222223,15.8,1.0,0.0,0.0,0.20375
642,30,8,80964.57,2,1,0,174738.2,0.46334785410402535,0.26666666666666666,21.4,0.0,0.0,1.0,0.20375
634,27,3,107027.52,1,1,0,173425.68,0.6171376695769624,0.1111111111111111,23.48148148148148,1.0,0.0,1.0,0.20375
826,29,4,129938.07,1,0,1,190200.53,0.6831635537503498,0.13793103448275862,28.482758620689655,0.0,1.0,0.0,0.20375
430,35,1,118894.22,1,0,0,2923.61,40.66692205868772,0.02857142857142857,12.285714285714286,0.0,0.0,1.0,0.20375
733,28,5,0.0,2,0,0,12761.16,0.0,0.17857142857142858,26.178571428571427,0.0,0.0,0.0,0.20375
632,42,4,126115.6,1,1,0,100998.5,1.2486878517997793,0.09523809523809523,15.047619047619047,0.0,0.0,1.0,0.20375
539,38,6,0.0,1,1,1,152880.07,0.0,0.15789473684210525,14.18421052631579,0.0,1.0,1.0,0.20375
614,41,7,179915.85,1,0,0,14666.35,12.267254633906868,0.17073170731707318,14.975609756097562,0.0,1.0,0.0,0.20375
706,20,8,0.0,2,1,1,12368.11,0.0,0.4,35.3,0.0,1.0,1.0,0.20375
640,30,5,32197.64,1,0,1,141446.01,0.22763201309107267,0.16666666666666666,21.333333333333332,1.0,0.0,0.0,0.20375
711,43,2,39043.29,2,1,1,175423.69,0.2225656637367507,0.046511627906976744,16.53488372093023,1.0,0.0,1.0,0.20375
703,41,6,109941.51,1,1,0,116267.28,0.9455928615514184,0.14634146341463414,17.146341463414632,0.0,0.0,0.0,0.20375
661,47,0,109493.62,1,0,0,188324.01,0.581410835506317,0.0,14.063829787234043,1.0,0.0,0.0,0.20375
663,43,4,87624.03,2,1,0,149401.33,0.5865010037059242,0.09302325581395349,15.418604651162791,0.0,0.0,1.0,0.20375
568,33,7,0.0,2,1,0,143450.61,0.0,0.21212121212121213,17.21212121212121,0.0,0.0,1.0,0.20375
727,39,5,80615.46,2,0,0,180962.32,0.4454820207875319,0.1282051282051282,18.641025641025642,1.0,0.0,1.0,0.20375
677,34,10,171671.9,1,1,1,50777.77,3.3808475638059727,0.29411764705882354,19.91176470588235,0.0,1.0,0.0,0.20375
557,36,3,0.0,1,0,1,144078.02,0.0,0.08333333333333333,15.472222222222221,0.0,0.0,1.0,0.6018749999999999
640,39,3,0.0,1,1,1,105997.25,0.0,0.07692307692307693,16.41025641025641,0.0,1.0,1.0,0.20375
551,35,7,129717.3,2,0,0,86937.2,1.4920804902849414,0.2,15.742857142857142,0.0,0.0,1.0,0.101875
575,52,8,123925.23,1,0,0,111342.66,1.1130076288818678,0.15384615384615385,11.057692307692308,0.0,1.0,1.0,0.20375
606,40,6,119501.88,2,1,0,46774.94,2.5548270077951996,0.15,15.15,0.0,0.0,1.0,0.20375
711,53,5,123805.03,1,1,0,102428.51,1.208696973137655,0.09433962264150944,13.415094339622641,1.0,0.0,0.0,0.20375
850,28,8,67639.56,2,1,1,194245.29,0.3482172463486759,0.2857142857142857,30.357142857142858,0.0,0.0,1.0,0.20375
633,31,1,0.0,1,1,0,48606.71,0.0,0.03225806451612903,20.419354838709676,0.0,0.0,1.0,0.20375
646,29,4,105957.44,1,1,0,15470.91,6.848817555011308,0.13793103448275862,22.275862068965516,1.0,0.0,0.0,0.20375
626,38,7,141074.59,1,1,0,52795.56,2.6720919334883466,0.18421052631578946,16.473684210526315,0.0,0.0,1.0,0.20375
716,40,3,0.0,2,0,1,167636.15,0.0,0.075,17.9,0.0,0.0,0.0,0.20375
779,37,2,128389.63,1,1,1,6589.16,19.484976840750566,0.05405405405405406,21.054054054054053,1.0,0.0,0.0,0.20375
635,32,8,0.0,2,1,1,19367.98,0.0,0.25,19.84375,0.0,1.0,0.0,0.20375
775,27,4,0.0,1,1,1,40807.26,0.0,0.14814814814814814,28.703703703703702,0.0,1.0,1.0,0.20375
678,26,5,111128.04,1,1,0,60941.27,1.8235268152435944,0.19230769230769232,26.076923076923077,0.0,0.0,1.0,0.20375
839,51,3,0.0,1,1,1,69101.23,0.0,0.058823529411764705,16.45098039215686,0.0,0.0,0.0,0.20375
692,31,2,0.0,2,1,0,91829.17,0.0,0.06451612903225806,22.322580645161292,0.0,0.0,0.0,0.20375
499,21,3,176511.08,1,1,1,153920.22,1.146769930552334,0.14285714285714285,23.761904761904763,0.0,0.0,0.0,0.20375
530,34,8,0.0,2,0,1,141872.52,0.0,0.23529411764705882,15.588235294117647,0.0,0.0,0.0,0.20375
548,33,1,80107.83,2,0,1,82245.67,0.9740066559127064,0.030303030303030304,16.606060606060606,0.0,0.0,0.0,0.20375
537,41,3,138306.34,1,1,0,106761.47,1.2954705475673949,0.07317073170731707,13.097560975609756,1.0,0.0,0.0,0.20375
678,48,2,101099.9,2,0,1,193476.04,0.5225448070985947,0.041666666666666664,14.125,1.0,0.0,1.0,0.20375
533,43,4,80442.06,2,0,1,12537.42,6.416157391233603,0.09302325581395349,12.395348837209303,1.0,0.0,1.0,0.20375
723,20,4,0.0,2,1,1,140385.33,0.0,0.2,36.15,0.0,0.0,0.0,0.20375
544,38,8,0.0,1,1,1,98208.62,0.0,0.21052631578947367,14.31578947368421,0.0,0.0,1.0,0.20375
847,31,5,0.0,2,1,1,76326.67,0.0,0.16129032258064516,27.322580645161292,0.0,1.0,1.0,0.20375
575,47,9,107915.94,2,1,1,63452.18,1.7007444031079784,0.19148936170212766,12.23404255319149,1.0,0.0,1.0,0.20375
574,34,5,0.0,2,0,0,28269.86,0.0,0.14705882352941177,16.88235294117647,0.0,1.0,1.0,0.20375
572,31,5,98108.79,1,0,1,119996.95,0.8175940305149422,0.16129032258064516,18.451612903225808,0.0,1.0,1.0,0.20375
718,31,1,152663.77,1,0,1,17128.64,8.912778247426532,0.03225806451612903,23.161290322580644,0.0,0.0,0.0,0.20375
637,35,8,147127.81,2,1,1,84760.7,1.735802205503258,0.22857142857142856,18.2,1.0,0.0,1.0,0.20375
704,24,2,0.0,1,1,0,35600.25,0.0,0.08333333333333333,29.333333333333332,0.0,1.0,0.0,0.20375
645,33,8,149564.61,1,0,0,149913.84,0.997670461913323,0.24242424242424243,19.545454545454547,1.0,0.0,1.0,0.20375
597,35,8,131101.04,1,1,1,192852.67,0.6797989366701535,0.22857142857142856,17.057142857142857,1.0,0.0,0.0,0.20375
598,35,8,114212.6,1,1,1,74322.85,1.536709100902347,0.22857142857142856,17.085714285714285,0.0,0.0,1.0,0.20375
703,31,6,0.0,2,1,1,67667.19,0.0,0.1935483870967742,22.677419354838708,0.0,1.0,1.0,0.20375
724,34,2,154485.74,2,0,0,78560.64,1.9664521572125684,0.058823529411764705,21.294117647058822,0.0,0.0,1.0,0.20375
613,37,3,171653.17,1,0,1,5353.12,32.066004498311266,0.08108108108108109,16.56756756756757,0.0,1.0,1.0,0.101875
696,30,8,0.0,2,1,1,196134.44,0.0,0.26666666666666666,23.2,0.0,0.0,0.0,0.20375
813,27,1,137275.36,1,0,1,115733.16,1.1861367995136396,0.037037037037037035,30.11111111111111,0.0,1.0,1.0,0.20375
714,26,9,89928.99,1,1,0,46203.31,1.9463754869510432,0.34615384615384615,27.46153846153846,0.0,0.0,0.0,0.20375
794,37,9,0.0,2,1,0,68008.85,0.0,0.24324324324324326,21.45945945945946,0.0,1.0,0.0,0.20375
687,36,5,0.0,1,1,0,17696.22,0.0,0.1388888888888889,19.083333333333332,0.0,1.0,0.0,0.20375
598,64,1,0.0,2,1,0,195635.3,0.0,0.015625,9.34375,0.0,0.0,1.0,0.20375
773,41,4,0.0,2,1,1,24924.92,0.0,0.0975609756097561,18.853658536585368,0.0,0.0,1.0,0.20375
545,37,8,114754.08,1,1,0,136050.44,0.8434671729102824,0.21621621621621623,14.72972972972973,1.0,0.0,0.0,0.20375
632,39,5,97854.37,2,1,0,93536.38,1.0461637493347506,0.1282051282051282,16.205128205128204,0.0,1.0,0.0,0.20375
826,56,8,174506.1,2,0,1,161802.82,1.0785108689700216,0.14285714285714285,14.75,0.0,1.0,0.0,0.20375
535,50,1,140292.58,3,0,0,69531.22,2.0176919087569583,0.02,10.7,0.0,1.0,0.0,0.101875
572,35,4,152390.26,1,1,0,128123.66,1.189399834503635,0.11428571428571428,16.34285714285714,0.0,1.0,1.0,0.101875
706,30,6,87609.68,2,0,0,137674.55,0.636353487263986,0.2,23.533333333333335,0.0,1.0,1.0,0.20375
694,30,10,144684.03,1,1,1,31805.49,4.549026913278179,0.3333333333333333,23.133333333333333,0.0,0.0,1.0,0.20375
575,30,2,0.0,2,1,1,82222.86,0.0,0.06666666666666667,19.166666666666668,0.0,1.0,1.0,0.20375
626,44,10,81553.93,1,1,0,20063.63,4.064764451896291,0.22727272727272727,14.227272727272727,0.0,0.0,0.0,0.20375
645,37,1,0.0,2,1,1,68987.55,0.0,0.02702702702702703,17.43243243243243,0.0,0.0,0.0,0.20375
758,32,2,84378.9,1,1,1,75396.43,1.119136542671848,0.0625,23.6875,0.0,0.0,0.0,0.20375
559,62,6,118756.62,1,1,1,20367.68,5.830640504956873,0.0967741935483871,9.016129032258064,0.0,0.0,1.0,0.20375
696,31,3,150604.52,1,0,0,5566.6,27.055028203930583,0.0967741935483871,22.451612903225808,1.0,0.0,1.0,0.20375
480,44,10,129608.57,1,1,0,5472.7,23.68274709010178,0.22727272727272727,10.909090909090908,1.0,0.0,1.0,0.20375
567,36,1,0.0,2,0,0,8555.73,0.0,0.027777777777777776,15.75,0.0,0.0,1.0,0.20375
720,29,7,106230.92,1,1,1,69903.93,1.5196702102442596,0.2413793103448276,24.82758620689655,1.0,0.0,0.0,0.20375
528,62,7,133201.17,1,0,0,168507.68,0.7904753658705646,0.11290322580645161,8.516129032258064,1.0,0.0,0.0,0.20375
687,27,9,152328.88,2,0,0,126494.82,1.2042301811252034,0.3333333333333333,25.444444444444443,1.0,0.0,0.0,0.20375
531,37,1,0.0,1,1,0,4606.97,0.0,0.02702702702702703,14.35135135135135,0.0,0.0,0.0,0.20375
548,35,10,0.0,1,1,1,31299.71,0.0,0.2857142857142857,15.657142857142857,0.0,0.0,0.0,0.20375
738,26,9,0.0,2,1,1,48644.94,0.0,0.34615384615384615,28.384615384615383,0.0,0.0,1.0,0.20375
615,30,8,0.0,2,0,0,3183.15,0.0,0.26666666666666666,20.5,0.0,0.0,1.0,0.20375
561,28,6,123692.0,1,1,1,70548.96,1.7532788576897518,0.21428571428571427,20.035714285714285,0.0,1.0,1.0,0.20375
652,45,2,151421.44,1,0,1,115333.43,1.3129015585507169,0.044444444444444446,14.488888888888889,1.0,0.0,1.0,0.20375
850,57,8,126776.3,2,1,1,132298.49,0.9582596143009645,0.14035087719298245,14.912280701754385,0.0,1.0,0.0,0.101875
719,40,4,128389.12,1,1,1,176091.31,0.7291053715257159,0.1,17.975,0.0,1.0,1.0,0.20375
476,40,6,0.0,1,1,1,22735.45,0.0,0.15,11.9,0.0,0.0,1.0,0.20375
669,47,0,63723.78,2,1,1,181928.25,0.35026874605785524,0.0,14.23404255319149,1.0,0.0,1.0,0.20375
590,34,0,65812.35,2,0,1,160346.3,0.41043884392717517,0.0,17.352941176470587,0.0,1.0,1.0,0.20375
500,34,6,0.0,1,1,1,140268.45,0.0,0.17647058823529413,14.705882352941176,0.0,0.0,0.0,0.20375
619,35,4,90413.12,1,1,1,20555.21,4.398550051300862,0.11428571428571428,17.685714285714287,0.0,0.0,0.0,0.20375
497,29,4,85646.81,1,0,0,63233.02,1.3544633800504864,0.13793103448275862,17.137931034482758,0.0,0.0,0.0,0.20375
715,32,10,0.0,2,1,0,60907.49,0.0,0.3125,22.34375,0.0,0.0,0.0,0.20375
358,52,8,143542.36,3,1,0,141959.11,1.0111528594395949,0.15384615384615385,6.884615384615385,0.0,1.0,0.0,0.20375
619,44,3,116967.68,1,1,0,5075.17,23.047046699913498,0.06818181818181818,14.068181818181818,0.0,0.0,1.0,0.20375
850,56,1,169743.83,1,0,0,155850.4,1.0891459373861088,0.017857142857142856,15.178571428571429,1.0,0.0,1.0,0.20375
525,37,0,0.0,1,0,1,131521.72,0.0,0.0,14.18918918918919,0.0,1.0,0.0,0.20375
637,27,9,128940.24,1,1,0,46786.92,2.755903573049904,0.3333333333333333,23.59259259259259,0.0,0.0,1.0,0.20375
684,24,9,79263.9,1,0,1,196574.48,0.403225790041515,0.375,28.5,0.0,1.0,0.0,0.20375
640,31,10,118613.34,1,1,0,168469.65,0.7040635509125828,0.3225806451612903,20.64516129032258,1.0,0.0,0.0,0.20375
742,28,2,191864.51,1,1,0,108457.99,1.7690214432334583,0.07142857142857142,26.5,0.0,0.0,0.0,0.101875
648,54,7,118241.02,1,1,0,172586.89,0.6851100915023152,0.12962962962962962,12.0,0.0,1.0,0.0,0.101875
644,46,6,12459.19,1,0,0,156787.34,0.07946553592911265,0.13043478260869565,14.0,0.0,1.0,0.0,0.20375
777,37,10,121532.17,2,1,1,73464.88,1.6542893692877467,0.2702702702702703,21.0,1.0,0.0,0.0,0.20375
427,33,8,0.0,1,1,1,13858.95,0.0,0.24242424242424243,12.93939393939394,0.0,0.0,1.0,0.20375
651,35,8,110067.71,1,1,0,127678.95,0.8620662215658885,0.22857142857142856,18.6,1.0,0.0,1.0,0.20375
764,48,1,75990.97,1,1,0,158323.81,0.4799718374639923,0.020833333333333332,15.916666666666666,0.0,1.0,0.0,0.20375
576,29,7,130575.26,1,0,1,173629.78,0.7520326294256665,0.2413793103448276,19.862068965517242,1.0,0.0,1.0,0.101875
611,40,1,0.0,2,1,1,102547.56,0.0,0.025,15.275,0.0,0.0,1.0,0.101875
710,37,5,0.0,2,1,0,115403.31,0.0,0.13513513513513514,19.18918918918919,0.0,0.0,0.0,0.20375
700,39,5,144550.83,2,1,1,189664.43,0.7621399015092075,0.1282051282051282,17.94871794871795,1.0,0.0,0.0,0.20375
725,35,7,75915.75,1,1,0,150507.43,0.5043986864967398,0.2,20.714285714285715,0.0,0.0,1.0,0.20375
580,61,8,125921.37,1,1,1,94677.83,1.3299984801088067,0.13114754098360656,9.508196721311476,0.0,1.0,1.0,0.20375
731,49,4,88826.07,1,1,1,33759.41,2.6311499519689474,0.08163265306122448,14.918367346938776,1.0,0.0,0.0,0.06791666666666667
683,72,3,140997.26,1,0,1,52876.41,2.6665437385026705,0.041666666666666664,9.48611111111111,0.0,0.0,1.0,0.20375
581,24,10,159203.71,1,1,1,102517.83,1.5529367915805474,0.4166666666666667,24.208333333333332,0.0,1.0,0.0,0.20375
644,33,9,141234.98,1,1,0,95673.05,1.4762253320031085,0.2727272727272727,19.515151515151516,0.0,0.0,1.0,0.20375
590,24,7,126431.54,1,1,0,58781.11,2.1508872493221034,0.2916666666666667,24.583333333333332,0.0,0.0,1.0,0.101875
558,25,10,111363.1,2,1,0,197264.35,0.5645373834653854,0.4,22.32,1.0,0.0,1.0,0.20375
589,20,2,121093.29,2,1,0,3529.72,34.306769375474545,0.1,29.45,1.0,0.0,0.0,0.20375
768,48,3,122831.58,1,1,1,24533.89,5.006608409836353,0.0625,16.0,1.0,0.0,1.0,0.20375
751,36,5,73194.99,1,1,1,89222.66,0.820363235079519,0.1388888888888889,20.86111111111111,1.0,0.0,1.0,0.101875
606,38,7,128578.52,1,1,1,193878.51,0.6631911912258868,0.18421052631578946,15.947368421052632,0.0,1.0,1.0,0.20375
690,54,5,0.0,1,1,0,12847.61,0.0,0.09259259259259259,12.777777777777779,0.0,0.0,1.0,0.20375
646,42,3,175159.9,2,0,0,67124.48,2.609478687954082,0.07142857142857142,15.380952380952381,0.0,0.0,0.0,0.20375
674,36,6,100762.64,1,1,0,182156.86,0.5531641245902021,0.16666666666666666,18.72222222222222,1.0,0.0,0.0,0.20375
525,60,7,0.0,2,0,1,168034.9,0.0,0.11666666666666667,8.75,0.0,1.0,0.0,0.20375
727,52,4,0.0,2,1,1,118429.02,0.0,0.07692307692307693,13.98076923076923,0.0,0.0,1.0,0.40124999999999994
658,35,9,71829.34,1,1,1,68141.92,1.054113825967921,0.2571428571428571,18.8,0.0,1.0,1.0,0.20375
